ID,Description,Class
776,一沒睡好就做夢 還好做的是好夢夢到變成某組織老大 大家都很愛我我也很愛這些「家人」 是很美的夢我最大的恐懼是我最渴望的反面睡眠不足會很焦慮擔心重訓後身體無法好好恢復擔心隔日精神不好明天放假～希望仍舊乖乖起床唸書好喜歡教練人生不可能事事盡如人意我早就知道了 不然我怎麼會生病？到現在都不敢跟老闆說 我輟學大學沒畢業不過真的很希望喜歡的人也能喜歡我...真的很喜歡他 像陽光一樣因為他我也變得陽光一點了也或許我只是想沐浴在和煦的陽光中吧希望背肌乖乖長大 拉單槓才會成功教練說他五十歲的學生都成功了呢這週下週的工作量都要增加 已焦慮--,0
777,明天又得說謊，說謊有草稿也就罷了，問題是沒有底的謊，對方又很強硬，好累....。         你有給人家錢，人家當然會跟給你第一手消息，問題是我有給她們什麼好處嗎？誰會無緣無故跟你說自己幾月要請產假？人家只看價格，你又不降，我再努力十年也要不到line。   都是建立在利益上的，包括你也是。扣除血緣關係，沒有人會花時間在沒有興趣的另一個人身上。                   那天我躺在床上   聽到外面的小孩在倒數十秒，我想起以前玩捉迷藏，好單純好無憂好快樂。--,0
778,回診看驗血報告，這次數字很糟糕。難怪這麼累，醫生只好加藥了。這樣下去不行呢，是時候學一下如何舒壓了。今天摸到貓，太開心，不小心跑進男廁又衝出來。--,0
779,"心情算是很平穩 最近我一直在想為什麼可以有這樣轉變?某種程度跟最近選舉轉移注意力有很大的相關就像之前我也在想會用看劇等等之類的暫時讓我不用想很多但也是一種麻醉效果 腦內啡多巴胺的分泌那時間維持效果是長還是短那就要看後來經過一段時間後又心情上上下下反反覆覆最終也只是治標不治本我根本也不是醫生 很難起到有一定的醫療效用就像也用""吃""消除焦慮 短時很有效 真的有效但真的副作用真的很大 變胖!!!就在選後看了很多政論型節目討論如何表達一直是我的痛症看政論節目我真的就當作一種語言表達學習一切一切的來源是對自己的社交恐懼那又是來自於家庭長期忽略的緣故我的恐懼這真的是一種長期壓抑的情況導致加上一些個人特質與個性之前的情況我自己的釐清是終於脫離被""洗腦""自欺欺人的狀態但是要能跳脫被欺騙的受傷內心從知道到解套又是一段很長很長的時間父母就是那樣 時間過去就是過去了 不然要怎樣呢曾經我媽媽這樣講 就算做過對不起的事情 不然要怎樣呢我自己內心過不去 那也就是過不去我會一直想要討甚麼公道 個性也很偏激到不行為了父母曾經做的事情而放不下就是一直卡著 我也知道我也不是完全沒有自我的過錯我也有錯誤的地方不完美的地方一直死抓著那個不可能的不放 讓自己痛苦不堪真的真的重新再建立自我的認知 那些父母對我的試圖影養力不能說全部拿掉但至少自我認知自己是個獨立個體 這真的很重要除了家庭給的我也沒有趁在學校時做另一個改變突破自我困在家庭當中 隨著年紀長大 內心還是依舊回歸到家庭的問題真的對一個小孩的影響太大了加上我個人特質 如小孩般全然的信任我就會很苦惱厭惡自己講了現在又離了題心情還行如果現在開始要放下了 對父母的期待這件事情這是一條很好的正確方向前進看了那些政論談話 正反兩方我都去試著了解我發現自己是有一定的立場 而不是要去討好父母等等從主觀的認定加上客觀的事實在發現一件事情上面就不容易被別人左右立場以前是很沒有自己的聲音 容易被父母左右對父母似是而非的理論說法而感到憤怒或困惑父母自己自我的欺騙 也導致我自我的欺騙台語有一個形容詞 很直 我就是那樣的人你給我甚麼 我就覺得是甚麼我就很懶 超級懶 思考也懶但脾氣又很大 情緒很容易受影響這些我現在都接受唯一的優點就是學習力算很強被動的學習都還可以混過去主動的學習可能會更積極有動力試著去接受就是有人跟我不依樣的意見也試著嘗試去不攻擊別人 像隻刺蝟至少我內心對我自認為的攻擊當作笑話 就一笑置之不再那麼有攻擊性讓自己很難受 就是所謂的愛與包容好好的思考一些事情走出自己的象牙塔那 那些長輩們沒有做好的事情 沒有好好教育小孩的事情試著讓自己可以算了 不然要怎樣呢我自己也有做不好的地方也有無可饒恕的事情父母也有包容我的地方 想到這個我也沒有甚麼立場再說甚麼了從這一點對我來說這是一個很重大的轉變至少從我現在心情來看 還算不錯的但是不知道可以到怎樣的程度對自己抱持還算樂觀的態度沒有絕對的絕望就算有些事情沒有說出來 但放在自己內心也要很清楚怎麼一回事自我的認識 自我的認知 自我的不足 也是一種斷捨離我擁有甚麼 我是誰 我需要甚麼內心沒有力量的時候要尋求外在 整理家裡也可以 打理自己也行如果受到打擊 要怎麼面對 給自己強心針最終也只剩下自己跟自己內心對話 不斷的對話過程中真的太多的痛苦 內心的煎熬別人真的都不知道 表面上是不露痕跡的做好 沒有最好 只有更好 沒有最爛 只有更爛的中庸之道--",0
780,我媽不斷的不斷的傳訊息問我過年的計劃不斷的不斷的不斷的傳我不能哪裡都不去嗎？你們說我嫁出去了是別人家的人，應該在別人家過年，我不想跟一群只想要把我踩在腳底下的人過年，我這輩子跟他們不想有任何關係更何況說我跟他們是一家人那我哪裡都不去不行嗎我消失不行嗎為什麼要一直一直的逼我--,0
781,我鬱期時也是一直睡，餓了就起來吃一點東西然後又繼續睡。夢裡好美，可以遇見現實生活不可能再遇見的人，我好想一直在夢裡不要起來。--,0
782,喂 很可笑我自填SCL90的分數比對面坐著的學生還高超嘲諷的每一天我都忍不住問自己為什麼在這裡壓力承受度低的人為什麼要挑戰或是克服呢雖然好像賺比較多錢但是錢一下子就會洩憤的在規劃中花掉了可能看著電腦跟資料一整天我晚上又久違頭痛了痛到很噁心的那種睡前吃了止痛藥還是噁心一陣子睡不安穩的是我適應不良的也是我胖的是我我不知道我在工作中是不是很嘲諷雖然我也盡力維持了但真是一個吃力不討好的自己每天每天睡覺都被蚊子叮醒沒有一天安穩的到天亮討厭這裡多於喜歡即便空間比較大但是床很討厭臭味討厭食物離我很遠討厭蚊子每天討厭上班的鎖討厭我離開台中本身就是一件討厭的事討厭討厭不可以討厭自己那能討厭什麼還債的女兒呵--,0
783,主要是跟公司主管排擠我有關QQ我沒辦法達到他的要求也不想改自己的工作步調 認為自己沒錯影響到第三方工作效率希望有台北的諮商師幫忙我處理問題(工作焦慮+失眠問題已經有拿藥)感謝推薦--「很多人都是三十歲就死了，八十歲才埋葬。」--,0
784,自己回顧過去發文 讓你煩心了讓你覺得做再多都不夠 真的很抱歉你說得對 分手你比較舒服 心也是你說這樣想很正常 要我去問共同朋友我也問了 確實朋友很直接的說了那就是只有我還沒替你著想你還願意跟我當朋友 要珍惜啊這次我會珍惜你 以朋友本來很痛苦不知道怎麼拿捏後來豁然開朗 對待你跟其他僅有的朋友 一樣行為標準就行了吧過去身為情人沒有珍惜對不起不搞曖昧 不情侶行為 我們可以當朋友 可以吃飯聊天謝謝你還是很溫柔--,0
785,最近幫自己加了不少工作量工作一個人要做兩個人的職務家事多了洗衣拖地加上原本教功課跟洗換被單保養洗車不自覺的就太焦慮而不知開始想睡更久的時間昨晚睡了十二小時到現在還覺得疲倦約是工作的延遲增加心裡壓力沒辦法準時完成工作是很難過的心坎可能因為我就是過度渴望稱讚才把注意力放在這麼無所謂的自尊心上還是要練習把注意力放在當下而且能夠回想好事漫漫度過的鬱期...--,0
786,面試時本來就會被問一些比較直接而尖銳的問題你想 他要用人 但又不知道你的能力背景等等的只能透過問題看你的答覆來了解你是不是符合他想用的人不要覺得自己不好有時候沒有拿到那份工作也是好事就是不適合而已建議你可以想想你之前被面試時都被問過什麼問題一一列下來然後演練回應的方式也可以問朋友 問版友會怎麼樣回應這個問題另外找自己擅長 或曾經做過 不排斥的工作 也是一個方法唷我空白了兩年也曾迷惘到不知道要選職訓局的什麼課程後來回去做以前的本行不要灰心你絕對比你自己想的有能力只是現在情緒低潮你感受不到而已有問題歡迎站內 :)--,0
787,因為本身有痛苦記憶的毛病，痛苦記憶就是腦子會忽然想到以前那些不愉快        的事，會在我使用大腦思考時出現，會在我看到有相關事物時出現，而我一        直以來都不知道該怎麼解決這個問題，所以我把它寫下來，然後自己試著對        這些痛苦的問題做解答。        前天買完晚餐回家，遇到一個住樓上的鄰居，其實我覺得正常的鄰居應該是        彼此遇到，打個招呼說聲你好，這樣就差不多了，但因為這棟樓住了三個歐        巴桑，歐巴桑的天賦技能就是愛講話，喜歡到處打聽別人的祕密，簡單講就        是三個八婆就對了，她們只要樓梯遇到就很愛聚在一起講八卦，所以我真的        是避之唯恐不及。        但前天晚上運氣很差，就遇到了其中一個歐巴桑，我只是點個頭說你好，然        後就打算快速通過，但這個歐巴桑很愛裝熟，很自動的開啟聊八卦探別人祕        密的技能，開始裝熟對話，「很久沒看到你啊！我以為你不住在這了，在哪        上班啊？在做什麼啊？」...etc COMBO技能連擊，我強忍著怒氣，喜怒不形        於色的回答她的八卦技能COMBO連擊。        後來終於回到家，關上門的那一剎那，我在門後大聲的罵了一個幹。        然後剛好我爸在家，我爸聽了以後就說，我們住在都市叢林，沒有辦法，就        遇到了，只能忍耐。        基本上我大概想出了少許原因，關於我的痛苦記憶這件事，為什麼我的痛苦        記憶會一直頻繁出現？        以我爸或者我的朋友來說，他們都有共同特色，就是不需要用腦來賺錢，朋        友開早餐店，賣早餐是他的基本賺錢技能，他不需要讀書或者使用動腦方面        的工作來賺錢，只需要把店門打開，賣出店內菜單上的食物就可以獲得金錢        ，當然你會說他也需要記憶力來記客人的點餐與價格計算，是的，這的確需        要，但這只需要基本的口語記憶與數字加減能力就可以，他不需要去讀書然        後才能開早餐店，他只要熟記店內菜單有哪些東西就可以，更何況他有三個        家人幫忙賣早餐，所以以用腦來說，他應該算是很輕鬆。        因為他以前有吸毒，現在又天天喝酒，我後來去找他的時候，跟他聊天的當        中，我發現他講話有點怪怪的，與人對話變得有點吃力，不知道他大腦是否        也開始退化了？因為雙子座的人基本上都可以談笑風聲，所以後來他變成這        樣，我才覺得他是不是腦子也開始有點問題了？因為他爸也是，整天妄想老        婆偷人，還因為這樣跟我朋友吵架，吵到報警處理。        然後以我爸舉例來說，他現在是個包租公，基本上把房子租出去，把房子顧        好，合約簽好，他就可以賺到房租，所以他也不需要動用到什麼腦力，而且        我爸也是每天晚餐都需要喝酒，喝太多身體就會出現昏睡或者痛風發作的情        況，然後其他時間他就是用來玩麻將或者撲克牌，所以基本上他也不需要靠        動用腦力來賺錢，每天就是喝酒打麻將跟撲克牌或者找朋友聊天，所以也用        不到什麼腦力，當然會有人覺得玩賭博遊戲也是需要用腦，但因為這只是遊        戲，不是動腦賺錢，所以他可以隨時不玩遊戲，然後很輕鬆的過他的退休生        活。        我朋友跟我爸都有一個共同的特點，就是遇到問題都會找我幫忙或處理，我        朋友還好一點，不會對我發脾氣，但我爸就不是，我爸因為喜歡上網跟人家        打嘴炮，但FB或者Line的某些功能他不會用，常常跑來找我幫他處理，教他        的時候，有時候他聽不懂或者記不住，就會開始發脾氣，然後發完脾氣就假        意關心我一下，看我有沒有生氣？所以我對他的行為非常反感。        所以我將他們歸類為同一種人，就是不需要動腦也可以賺到錢，也可以輕鬆        的過完他們的人生，而對於我，就只有他們有需要的時候，才想到要我幫他        們，所以我除了要看書學習之外，我還必須動腦幫他們，而他們卻不需要動        腦過好自己的人生，因為他們的腦，已經被酒精與毒品麻痺了，每天喝酒過        日子。        而我自己沒有人幫我，沒有人會主動跟我說話聊天，都是要我主動去找別人        ，所以這算是人際方面的劣勢，像我奶奶住在我叔叔家，平常就會有家人陪        我奶奶講話，我爸也會去我叔叔家，多少也是會有話講，而我卻沒有，只能        一個人住在房子裡面，對著電腦發呆，每天上網不是看影片，就是吸收一些        奇奇怪怪的知識，因為沒有人會想跟我聊天，就只有出問題時才會來找我，        而我以前都沒有分析過這樣的事情，任由時間從孤單之中飄過。        這時或許又有人會說，那個鄰居不就主動找你聊天，那你又何必拒絕？        問題是，第一，我跟她不熟，第二，她會把聽來的話拿去跟其他鄰居說，我        不想成為別人口中的八卦，所以我才會對她這麼反感，如果可以，我希望我        們只是點頭之交就好。        所以對於痛苦記憶這件事，我認為是因為我一直在動腦學東西，所以我不得        不用腦，因為我沒有不需要動腦就能夠賺錢的技能，我也沒有會幫我處理事        情的人，我是孤獨的，所以我必須自立自強，這沒有辦法，這是我的劣勢。        如果我也學我朋友或者我爸，每天喝酒過生活，我認為我的生活只會更慘而        已。        然後回到遇到鄰居這件事，其實事後想想，我有想過直接當面嗆她，問東問        西的，是關你屁事？但後來想想，這樣反而更糟，因為她極有可能變成更讓        人賭爛的鄰居，與鄰居關係交惡，我想這樣應該更不好才對。        所以有句話說，自由是比較出來的，而關係好不好我覺得也是同樣的道理，        遇到喇叭嘴放送頭，如果因為對方白目的發問就去嗆對方，因為暫時要在這        個地方住，一旦我嗆了她，這個喇叭嘴一定會到處放送我嗆她的這件事，就        好像病毒擴散那樣，整棟公寓都會認為我是個怪人吧！（雖然我真的是個怪        人沒有錯）        所以我覺得我把遇到認為痛苦的事情寫下來，這個方式是好的，因為這樣我        就可以比較到底該怎麼處理事情比較好，而不是讓事情更糟。        先發洩到這。--這是一個沒有壓力，而是有生活點滴分享的好所在。如果你也喜歡分享日常生活中的大小事，或者想要找人懂你，都希望你能夠在此訴說你心中的祈願。怪人協會～～～A.A   一群怪人。或者用QR Code也可以     歡迎加入，一切隨緣。--        哈！感謝你們提供辦法啊！        我沒說他們不辛苦，但如果一樣都是賺錢，我會選不太需要動腦的。,0
